Dyad,AENP,GNP,MNP,WPP,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012
1175,0,,,0,0,0,,0,0.2456,0.0288,,0,0,,,
1176,0.1635,,,0,0,0,,0.0372,0.1887,0,,0,0.0479,,,
1177,0,,,0,0,0,,0.0358,0,0.1504,,0,0.0435,,,
1178,0.0835,,,0,0,0,,0.1057,0,0,,0,0.1004,,,
1179,0.0248,,,0.0479,0.2434,0,,0,0,0,,0.3006,0,,,
1180,0,,,0.0602,0.0981,0.0779,,0.093,0,0,,0.1229,0.5,,,
1181,0.239,,,0,0.2153,0,,0,0.005,0.0776,,0.0715,0.1766,,,
1182,0.4289,,,0,0,0.0697,,0.0617,0,0,,0,0,,,
1183,0.3036,,,0,0.047,0,,0,0,0,,0,0,,,
1184,0,,,0,0.0106,0,,0,0,0.0615,,0.0388,0,,,
1185,0,,,0.0662,0,0.0664,,0,0.1364,0.0608,,0.0604,0.4358,,,
1186,0.4377,,,0.1144,0.0859,0,,0,0,0.1265,,0,0,,,
1187,0.1274,,,0,0.1204,0,,0.0238,0,0,,0.1232,0.051,,,
1188,0.0829,,,0,0,0,,0.3031,0.0414,0.0258,,0,0,,,
1189,0.3846,,,0,0.0189,0,,0.0853,0,0,,0,0,,,
1190,0,,,0,0.5,0,,0,0,0.0475,,0,0,,,
1191,0.0042,,,0.1228,0.0514,0,,0.0212,0.1937,0,,0,0.2953,,,
1192,0.5616,,,0,0.3406,0,,0,0.1355,0.0583,,0,0,,,
1193,0.3751,,,0.1147,0,0.0391,,0.0348,0,0.242,,0,0.0347,,,
1194,0,,,0,0,0,,0,0.0544,0.0922,,0,0,,,
1195,0,,,0.0708,0,0,,0.0328,0,0,,0.5,0,,,
1196,0.205,,,0.0479,0.0424,0,,0,0.0153,0.2274,,0,0,,,
1197,0.2614,,,0,0.0471,0,,0.0809,0,0,,0,0.4554,,,
1198,0.1107,,,0,0,0,,0.0267,0,0.048,,0,0.3828,,,
1199,0,,,0,0.1195,0,,0,0,0.0844,,0,0.2565,,,
1200,0.0139,,,0.0623,0,0.222,,0,0.2341,0.0361,,0,0,,,
1201,0,,,0.1684,0,0,,0.1782,0,0.0517,,0.0296,0,,,
1202,0,,,0.5,0.0827,0,,0,0,0,,0,0,,,
1203,0.3039,,,0.1629,0,0,,0,0.1191,0.1382,,0,0,,,
1204,0,,,0.2753,0,0,,0,0.0976,0,,0,0,,,
1205,0,,,0,0.1381,0,,0,0.0824,0,,0.4606,0.0435,,,
1206,0,,,0,0.0264,0,,0,0.1043,0,,0,0.2011,,,
1207,0,,,0,0,0.0007,,0,0,0.0457,,0,0.4896,,,
1208,0.1799,,,0.1579,0.0042,0,,0,0,0.0268,,0,0.5137,,,
1209,0,,,0.0614,0.0283,0.0804,,0,0,0.0919,,0,0.3207,,,
1210,0.1096,,,0,0,0,,0,0,0,,0,0,,,
1211,0.0768,,,0.021,0,0.0227,,0.2595,0,0,,0,0.2046,,,
1212,0,,,0.1962,0,0,,0,0,0.0071,,0,0,,,
1213,0.0214,,,0,0.148,0,,0,0,0.0112,,0,0.3622,,,
1214,0.4028,,,0.1799,0.0512,0,,0.0056,0,0,,0.0215,0,,,
1215,0,,,0,0,0,,0,0,0.6397,,0,0.0224,,,
1216,0,,,0,0.5,0,,0,0.5,0,,0.3221,0,,,
1217,0.5,,,0,0.0333,0,,0.1091,0.0196,0.0537,,0,0.1616,,,
1218,0,,,0,0.0584,0.1186,,0,0.1054,0,,0,0.0628,,,
1219,0,,,0,0.0162,0.1188,,0,0.2195,0,,0,0.1734,,,
1220,0.2661,,,0,0.0032,0.0245,,0,0.0572,0,,0.2129,0,,,
1221,0.1365,,,0,0,0,,0,0,0.0947,,0,0.0406,,,
1222,0.2129,,,0.1482,0,0,,0.2682,0,0.0485,,0,0,,,
1223,0,,,0.0411,0.0257,0.1121,,0.1673,0.1366,0.0465,,0,0,,,
1224,0.2761,,,0,0,0.025,,0.0666,0,0.1475,,0,0,,,
1225,0,,,0,0,0.3706,,0.0489,0,0.0616,,0,0.1755,,,
1226,0,,,0,0,0.0327,,0,0,0,,0,0.0111,,,
1227,0.3169,,,0.0467,0.4649,0.1151,,0.0848,0,0.0952,,0,0.0482,,,
1228,0,,,0,0,0.1374,,0,0.0236,0,,0.0965,0,,,
1229,0,,,0,0,0.3655,,0,0,0,,0,0,,,
1230,0,,,0.3941,0,0,,0,0.5839,0.1156,,0,0.012,,,
1231,0.1137,,,0,0,0,,0.0378,0,0,,0,0.0454,,,
1232,0,,,0,0.0457,0.4657,,0.1093,0,0.2381,,0,0,,,
1233,0,,,0,0,0,,0.0267,0,0.2107,,0,0.0599,,,
1234,0.1417,,,0,0.2256,0,,0.0891,0.3455,0,,0,0,,,
1235,0.5,,,0,0,0,,0,0,0.0751,,0,0,,,
1236,0,,,0.1197,0.049,0.1874,,0,0,0.1592,,0.1104,0,,,
1237,0.1667,,,0,0,0,,0,0,0.0798,,0,0.0819,,,
1238,0.07,,,0.3016,0,0,,0,0,0,,0.5,0,,,
1239,0,,,0,0.4899,0.0303,,0,0,0,,0,0,,,
1240,0.3103,,,0.1716,0.1075,0.5,,0,0,0.0508,,0,0,,,
1241,0.0941,,,0,0,0.0703,,0,0,0.0564,,0,0,,,
1242,0,,,0,0,0.2899,,0.1237,0,0,,0,0,,,
1243,0,,,0.0446,0.1158,0.046,,0,0,0,,0.0461,0.4266,,,
1244,0,,,0,0.0538,0,,0,0,0,,0,0,,,
1245,0.0483,,,0,0.0942,0.069,,0,0,0,,0.2061,0,,,
1246,0,,,0,0.0603,0.2101,,0,0,0,,0.1708,0,,,
1247,0,,,0.3869,0.5091,0.0043,,0,0,0.0882,,0,0.0977,,,
1248,0.1127,,,0,0,0,,0,0.0761,0.0776,,0.2246,0.0562,,,
1249,0.0514,,,0.2103,0,0.0303,,0,0,0,,0.1945,0.073,,,
1250,0.1147,,,0,0.0015,0.1351,,0,0,0,,0.0271,0.5,,,
1251,0,,,0.042,0.0552,0.0919,,0.0992,0.0419,0,,0,0.0762,,,
1252,0.1343,,,0,0.0385,0.4514,,0.0989,0,0,,0.0846,0,,,
1253,0.0905,,,0.0952,0.0162,0.0569,,0.0516,0,0,,0.1665,0.0469,,,
1254,0,,,0.0269,0,0,,0.0409,0.3693,0,,0.0878,0.0381,,,
1255,0,,,0,0.1604,0.3806,,0,0.0599,0,,0,0.5,,,
1256,0.0225,,,0.1871,0.0393,0,,0,0.0061,0.036,,0.5,0,,,
1257,0.09,,,0,0.0833,0.0898,,0.1647,0,0,,0,0,,,
1258,0,,,0,0,0.0475,,0,0.0127,0,,0.0522,0.1851,,,
1259,0,,,0.0553,0,0,,0,0,0,,0.0253,0,,,
1260,0.0971,,,0.5,0,0,,0,0.049,0.1737,,0.352,0,,,
1261,0.4116,,,0,0.0197,0.1112,,0.1599,0,0,,0.5,0.0845,,,
1262,0.2186,,,0.0836,0.1434,0.0642,,0.0606,0.0144,0,,0,0.0548,,,
1263,0,,,0,0.0229,0,,0.0714,0,0,,0.235,0,,,
1264,0,,,0,0.1375,0.1332,,0.0631,0,0,,0.5145,0.3475,,,
1265,0.1166,,,0.2595,0.5,0,,0,0.0143,0,,0.0287,0.1281,,,
1266,0.1904,,,0.3424,0.1004,0.5,,0,0.1585,0,,0.0266,0.0884,,,
1267,0,,,0.1225,0.0432,0.0212,,0.0396,0,0,,0,0,,,
1268,0,,,0,0.0949,0.3635,,0,0.5035,0,,0.2013,0.0687,,,
1269,0.1252,,,0,0,0.0838,,0.0926,0,0,,0,0,,,
1270,0,,,0,0,0,,0,0.1497,0.1358,,0.0641,0,,,
1271,0.2413,,,0.3487,0.1182,0,,0,0.0512,0,,0,0,,,
1272,0,,,0,0,0.1282,,0,0.0457,0,,0.0829,0,,,
1273,0,,,0.224,0,0.1157,,0,0.0388,0,,0,0,,,
1274,0,,,0,0.2012,0,,0,0,0,,0,0.0751,,,
1275,0,,,0,0,0,,0.0301,0,0,,0.037,0,,,
1276,0,,,0,0,0.293,,0.2472,0,0,,0.3396,0.1621,,,
1277,0.3135,,,0,0.133,0.0869,,0.0431,0,0.0092,,0.0456,0,,,
1278,0.0472,,,0,0,0,,0,0,0,,0.5,0,,,
1279,0,,,0.0877,0,0.0305,,0,0,0,,0,0,,,
1280,0.5,,,0,0,0,,0.0186,0,0.0429,,0.1986,0,,,
1281,0.1412,,,0,0,0,,0.0741,0.2472,0.2043,,0.5,0,,,
1282,0,,,0,0,0,,0.0288,0.1482,0.0116,,0,0.0173,,,
1283,0,,,0,0,0,,0.0926,0,0,,0.2006,0.2216,,,
1284,0.2124,,,0,0,0,,0.0971,0,0.0311,,0.1118,0,,,
1285,0,,,0.4879,0,0,,0.2231,0,0.2896,,0.1866,0,,,
1286,0,,,0,0.0587,0,,0,0,0,,0.0401,0.0866,,,
1287,0.0632,,,0,0.2566,0.2342,,0,0.0925,0.0033,,0,0,,,
1288,0,,,0.1566,0.0793,0.0867,,0,0,0,,0.0159,0.5044,,,
1289,0,,,0.5046,0,0,,0,0.07,0.0489,,0.0366,0.1942,,,
1290,0,,,0.2533,0,0,,0,0,0,,0.0129,0.2563,,,
1291,0.5,,,0.427,0,0,,0,0,0.031,,0.2092,0.5,,,
1292,0.5,,,0,0.0161,0.0455,,0,0.079,0,,0,0.1283,,,
1293,0,,,0,0.0644,0,,0,0,0,,0.5,0.0346,,,
1294,0.0627,,,0,0,0.1659,,0.1409,0,0.5,,0,0,,,
1295,0.0875,,,0,0,0.1824,,0,0.2147,0,,0.4356,0.0394,,,
1296,0,,,0,0,0,,0.517,0,0,,0,0.2724,,,
1297,0.1239,,,0,0,0.1121,,0.016,0,0,,0.0631,0.022,,,
1298,0.1854,,,0.1413,0,0.0021,,0,0.088,0,,0,0.0174,,,
1299,0,,,0.1344,0,0,,0,0.0577,0.2231,,0,0.0281,,,
1300,0.0506,,,0,0.0479,0,,0.0605,0,0,,0,0.1146,,,
1301,0,,,0.0731,0.1137,0.2612,,0,0,0,,0,0,,,
1302,0,,,0,0,0,,0,0.1778,0,,0,0.0739,,,
1303,0.3693,,,0,0.0623,0.3496,,0,0,0,,0,0.0428,,,
1304,0,,,0,0,0,,0,0,0,,0.5,0,,,
1305,0.2632,,,0.1154,0.0039,0.5,,0,0.5,0.1873,,0.5,0,,,
1306,0.1192,,,0,0,0.1926,,0.0224,0,0,,0.1225,0,,,
1307,0,,,0.1773,0.0562,0.0107,,0.0531,0,0,,0.5086,0.0174,,,
1308,0,,,0,0.0266,0,,0,0,0.0984,,0.2033,0.2905,,,
1309,0,,,0,0,0.1149,,0,0,0.036,,0.1064,0.0178,,,
1310,0,,,0.5513,0.0761,0.4812,,0,0.0442,0.1695,,0.1478,0,,,
1311,0.0478,,,0.24,0.1365,0.1055,,0.0112,0,0,,0.5,0,,,
1312,0,,,0.0738,0.1142,0.1341,,0.0483,0,0.0433,,0.1422,0,,,
1313,0.0775,,,0,0,0.087,,0,0,0,,0,0.0748,,,
1314,0,,,0.2452,0,0.1107,,0.4056,0,0.0425,,0.3285,0,,,
1315,0.0942,,,0.1964,0,0.0178,,0,0.0896,0,,0.2713,0.0096,,,
1316,0.0304,,,0.2357,0.0087,0,,0.0434,0,0,,0.2487,0,,,
1317,0.129,,,0,0,0.5,,0.1007,0,0,,0,0,,,
1318,0,,,0.1097,0,0.3953,,0.334,0.5,0,,0.0113,0,,,
1319,0,,,0,0.1304,0.2032,,0,0,0.0052,,0,0.5,,,
1320,0.1495,,,0,0,0.0921,,0.0524,0,0.0838,,0.103,0.0513,,,
1321,0,,,0.0321,0.0378,0.5,,0.1024,0,0.0745,,0.0604,0,,,
1322,0.2546,,,0.2522,0,0.3267,,0,0,0.1191,,0.2173,0,,,
1323,0.1754,,,0.0074,0,0.0056,,0.1646,0,0,,0,0,,,
1324,0,,,0.213,0,0.1848,,0.3175,0,0.1608,,0.0708,0,,,
1325,0,,,0,0.0512,0.2783,,0,0,0,,0,0,,,
1326,0.1779,,,0,0,0.0814,,0,0.0285,0,,0.2129,0.0721,,,
1327,0,,,0,0,0.02,,0,0,0.0279,,0,0,,,
1328,0,,,0.0799,0.0816,0.5,,0,0,0,,0.301,0.118,,,
1329,0,,,0,0.0461,0,,0,0,0,,0.1762,0.3036,,,
1330,0.3184,,,0.0636,0,0.0617,,0,0,0,,0.4079,0,,,
1331,0,,,0.3966,0,0.0368,,0,0,0,,0,0,,,
1332,0,,,0.0131,0.0151,0.0305,,0,0,0.0557,,0.1734,0,,,
1333,0,,,0.3033,0,0.1244,,0,0,0,,0.1593,0.0332,,,
1334,0,,,0.1016,0,0.0559,,0.1761,0.1613,0.2186,,0.0009,0.0184,,,
1335,0,,,0.0091,0,0,,0,0.0094,0.5,,0.1558,0,,,
1336,0.1414,,,0,0.0272,0,,0,0,0.0188,,0.2616,0,,,
1337,0.5,,,0,0,0.1128,,0,0,0,,0,0.0168,,,
1338,0.0084,,,0,0,0.2067,,0.0259,0,0.1087,,0.1199,0,,,
1339,0.1129,,,0,0.0103,0.2288,,0.0033,0.0285,0.2475,,0,0.2385,,,
1340,0.5,,,0.1262,0,0.0303,,0,0.0728,0,,0.5,0,,,
1341,0.2095,,,0.1473,0,0.0566,,0,0,0,,0,0,,,
1342,0,,,0.0342,0,0.0853,,0.1652,0,0.1719,,0,0.5153,,,
1343,0,,,0.5,0.0904,0,,0,0,0,,0,0,,,
1344,0.0963,,,0,0.07,0.2714,,0.1563,0.5,0,,0,0.1553,,,
1345,0,,,0,0,0.1652,,0.4183,0.1265,0.0727,,0.0273,0,,,
1346,0,,,0,0,0.0806,,0,0.1252,0,,0.0371,0,,,
1347,0.0873,,,0.0657,0,0,,0,0.3731,0,,0.0191,0,,,
1348,0.0116,,,0.3104,0.0443,0,,0,0.0973,0,,0,0.0866,,,
1349,0,,,0.0716,0.0813,0.0329,,0,0.1491,0.0462,,0,0.2704,,,
1350,0.1044,,,0,0.0867,0,,0.0032,0.0745,0.0241,,0,0,,,
1351,0.0657,,,0,0,0,,0,0,0,,0.5,0,,,
1352,0,,,0.0178,0,0,,0,0.5,0,,0.3457,0,,,
1353,0,,,0.1129,0.1217,0,,0,0,0,,0,0.0761,,,
1354,0.4493,,,0,0.0301,0.1874,,0,0.5139,0,,0.558,0,,,
1355,0,,,0,0,0.3806,,0,0,0,,0.6175,0,,,
1356,0.0224,,,0.0566,0,0,,0,0,0,,0.1812,0,,,
1357,0,,,0,0,0.0562,,0,0.0008,0.0153,,0.0116,0,,,
1358,0,,,0,0,0.0086,,0.0946,0,0.5,,0.0196,0,,,
1359,0,,,0.1571,0,0.0829,,0.0252,0.1959,0.3435,,0.0536,0.346,,,
1360,0,,,0.0852,0,0.1067,,0,0.0691,0.1892,,0,0.1021,,,
1361,0.0441,,,0.0527,0.1023,0.2547,,0,0.0251,0.0528,,0.226,0,,,
1362,0,,,0.1109,0.0408,0.023,,0.0712,0,0,,0,0.049,,,
1363,0,,,0.0658,0,0.2924,,0.0131,0,0.083,,0.0445,0,,,
1364,0,,,0.0146,0,0.0812,,0.0849,0,0.1729,,0,0,,,
1365,0,,,0,0,0.4334,,0.04,0.0836,0,,0.2553,0,,,
1366,0,,,0.5,0,0.0931,,0,0,0,,0.4525,0.0166,,,
1367,0,,,0,0.0907,0,,0.324,0,0,,0.1074,0,,,
1368,0,,,0,0,0.0449,,0.4076,0.2452,0,,0.0944,0,,,
1369,0,,,0,0,0.3245,,0.1508,0.0128,0,,0.2049,0.3769,,,
1370,0,,,0,0.085,0.0305,,0.0662,0.0829,0.0095,,0,0,,,
1371,0,,,0.4467,0,0.1296,,0.1162,0,0.1096,,0,0,,,
1372,0,,,0.181,0.0418,0,,0.2437,0,0.0931,,0.1357,0,,,
1373,0.4995,,,0.0255,0,0.0851,,0.0692,0.5,0.2442,,0,0,,,
1374,0,,,0.1799,0.0863,0.1228,,0.3069,0,0,,0,0.0582,,,
1375,0.3103,,,0.0761,0.3752,0.2035,,0.2654,0,0.0336,,0,0.0928,,,
1376,0.6203,,,0.5,0.138,0.1002,,0.1389,0.0064,0,,0.1089,0.0479,,,
1377,0.1269,,,0,0,0.0856,,0.0791,0,0.0718,,0.2326,0,,,
1378,0.4524,,,0,0,0,,0.2179,0.1376,0.0155,,0.2279,0.0664,,,
1379,0.1156,,,0,0.0557,0.0092,,0.2316,0.0393,0,,0.0029,0,,,
1380,0,,,0,0,0.0411,,0.0941,0.1766,0,,0.0026,0.3809,,,
1381,0,,,0,0,0,,0.068,0,0,,0,0,,,
1382,0.0896,,,0,0,0.1034,,0.175,0.5381,0.1832,,0.0641,0.3527,,,
1383,0,,,0,0,0.0092,,0.0418,0,0.1803,,0.0102,0,,,
1384,0.3909,,,0.1419,0,0,,0,0.2033,0.0336,,0,0,,,
1385,0,,,0,0,0,,0.0361,0,0.0134,,0,0,,,
1386,0.1912,,,0.1331,0.0522,0.0066,,0.0028,0.0107,0,,0.1114,0.0176,,,
1387,0,,,0,0.5011,0.1304,,0,0.347,0,,0.1211,0,,,
1388,0,,,0,0,0.0935,,0,0,0,,0,0,,,
1389,0,,,0.0363,0.5037,0,,0,0.1525,0.0247,,0,0.0732,,,
1390,0.1601,,,0,0.2076,0,,0,0.1448,0.0168,,0.0367,0,,,
1391,0,,,0,0.2258,0.0944,,0.0059,0,0.0152,,0,0,,,
1392,0.0682,,,0,0,0,,0,0,0.0706,,0,0.1806,,,
1393,0,,,0,0.5,0.0477,,0,0.5,0.1263,,0.1343,0.0463,,,
1394,0.0921,,,0,0.3733,0.0618,,0,0.0802,0,,0,0,,,
1395,0,,,0,0.1098,0,,0.0015,0.0703,0.0334,,0,0,,,
1396,0,,,0,0,0,,0,0.0084,0,,0,0,,,
1397,0,,,0.4482,0,0.0096,,0,0.5,0,,0,0,,,
1398,0,,,0.0559,0,0.0832,,0,0,0,,0.1176,0,,,
1399,0.5,,,0,0,0.179,,0,0.0887,0.0719,,0.5,0.0936,,,
1400,0.2293,,,0,0,0.156,,0.0809,0.0159,0,,0,0.1083,,,
1401,0,,,0,0,0.027,,0.2142,0,0,,0,0.3545,,,
1402,0,,,0,0,0,,0.1104,0,0.0997,,0,0.0246,,,
1403,0.1651,,,0,0,0.5,,0,0.076,0.1853,,0,0,,,
1404,0.0286,,,0,0,0.13,,0,0,0,,0.0263,0,,,
1405,0.0773,,,0.2969,0,0,,0.3618,0.0561,0,,0,0,,,
1406,0,,,0.1417,0,0,,0,0.2246,0,,0.2706,0.0136,,,
1407,0,,,0,0.0378,0.1116,,0,0.2702,0,,0.0475,0.1631,,,
1408,0,,,0.2124,0,0,,0,0.5099,0,,0.5,0,,,
1409,0.0989,,,0,0,0.0305,,0,0.1943,0,,0.1924,0,,,
1410,0.1408,,,0,0,0.3028,,0,0.0715,0,,0.5,0,,,
1411,0,,,0,0,0,,0,0.0937,0,,0,0,,,
1412,0.4855,,,0,0,0.0851,,0,0.5,0.1932,,0.1132,0.0372,,,
1413,0.2533,,,0,0,0.277,,0,0.0929,0,,0.0973,0,,,
1414,0.5,,,0,0,0.0925,,0.0355,0,0,,0.0684,0,,,
1415,0.4,,,0,0,0.0819,,0,0.064,0,,0,0,,,
1416,0,,,0,0,0,,0,0.0656,0,,0.2551,0,,,
1417,0.2859,,,0,0,0.0341,,0,0,0,,0.1413,0.0332,,,
1418,0,,,0,0,0.0507,,0.5,0.4804,0,,0.0542,0,,,
1419,0,,,0.0323,0,0.1561,,0.1234,0,0,,0,0.024,,,
1420,0,,,0,0.2382,0.3674,,0.0334,0.01,0,,0,0.5,,,
1421,0.0543,,,0,0,0,,0.0668,0,0,,0,0.0364,,,
1422,0,,,0,0,0.0476,,0.0621,0.0571,0,,0.2059,0,,,
1423,0,,,0.0491,0,0,,0,0,0,,0.1052,0,,,
1424,0.0902,,,0,0,0.0722,,0.027,0.0981,0,,0,0.1979,,,
1425,0.4576,,,0,0,0,,0,0.5,0,,0.5281,0,,,
1426,0.0861,,,0,0,0,,0.2184,0.0937,0.0206,,0.0643,0,,,
1427,0.5,,,0,0,0.1786,,0,0.2176,0,,0,0,,,
1428,0,,,0.0245,0,0.2962,,0,0,0,,0.16,0.195,,,
1429,0.5038,,,0,0,0,,0,0,0,,0.1038,0.0434,,,
1430,0,,,0,0.157,0,,0,0.5093,0,,0.5,0,,,
1431,0.2805,,,0,0,0,,0.188,0.0264,0,,0,0.3445,,,
1432,0.1696,,,0.0406,0.1087,0.0476,,0.455,0.0722,0.126,,,0,,,
1433,0.1635,,,0.0358,0,0,,0.0712,0,0.0377,,,0,,,
1434,0.323,,,0,0,0,,0.3606,0.0178,0,,,0,,,
1435,0.2353,,,0,0.0535,0.5,,0,0.0045,0,,,0,,,
1436,0,,,0,0.0284,0,,0.0763,0,0,,,0,,,
1437,0,,,0,0,0.0851,,0,0.0596,0.0137,,,0.0068,,,
1438,0,,,0,0,0.1575,,0,0.0691,0,,,0,,,
1439,0,,,0,0,0.0042,,0,0,0,,,0,,,
1440,0.1121,,,0,0.1023,0.0774,,0,0,0,,,0,,,
1441,0.1646,,,0,0,0.5134,,0,0.5,0,,,0.0837,,,
1442,0.1505,,,0.0925,0,0.0228,,0,0,0.0296,,,0,,,
1443,0,,,0.0841,0.0857,0.143,,0.1579,0.1764,0,,,0.0744,,,
1444,0.0846,,,0,0,0.0114,,0.4084,0.2093,0.0048,,,0,,,
1445,0,,,0.083,0,0,,0.5,0,0.0932,,,0.5,,,
1446,0.0895,,,0,0.0122,0,,0.0479,0,0,,,0,,,
1447,0,,,0,0,0.0873,,0,0.3722,0,,,0,,,
1448,0,,,0.5,0,0.192,,0,0.0599,0,,,0,,,
1449,0,,,0,0,0.0937,,0.1702,0,0,,,0,,,
1450,0,,,0,0,0.0163,,0.082,0.086,0,,,0,,,
1451,0.4654,,,0,0,0.0663,,0.2286,0.0236,0,,,0,,,
1452,0.1218,,,0,0.0282,0.0507,,0.173,0,0,,,0,,,
1453,0.2641,,,0,0.0485,0.1763,,0.1984,0.0071,0,,,0.1091,,,
1454,0.0773,,,0.0424,0,0.0216,,0.4861,0,0,,,0.0289,,,
1455,0,,,0,0,0.2522,,0.1362,0.0784,0,,,0.2647,,,
1456,0,,,0,0.0556,0.1168,,0,0.0049,0,,,0.5,,,
1457,0.2203,,,0,0,0.0076,,0.2996,0.501,0.0819,,,0.2774,,,
1458,0.0799,,,0,0,0,,0.0253,0.0158,0,,,0,,,
1459,0.2619,,,0.0119,0,0.3207,,0,0.1634,0,,,0,,,
1460,0.2438,,,0.2906,0.1126,0.1936,,0,0.5,0,,,0,,,
1461,0.0586,,,0,0.1765,0,,0.1431,0,0.2178,,,0,,,
1462,0.08,,,0,0,0,,0.0256,0.09,0,,,0.0684,,,
1463,0,,,0.148,0,0.1142,,0,0.4823,0.6105,,,0,,,
1464,0,,,0,0.0263,0,,0,0,0,,,0,,,
1465,0,,,0.2273,0.0643,0,,0,0,0.1523,,,0.0669,,,
1466,0.0379,,,0,0,0.0617,,0,0,0.0916,,,0,,,
1467,0,,,0.1518,0,0.0377,,0,0,0,,,0,,,
1468,0.2714,,,0.0091,0,0.0114,,0,0.0045,0,,,0.0158,,,
1469,0,,,0.1896,0,0,,0,0.0536,0.0841,,,0,,,
1470,0.0405,,,0.2008,0,0.0171,,0,0.6555,0.0811,,,0.1791,,,
1471,0,,,0,0,0,,0,0.0147,0,,,0,,,
1472,0,,,0.0367,0,0.0504,,0,0.0565,0.0134,,,0,,,
1473,0.1058,,,0,0.0672,0,,0.1726,0.3058,0,,,0,,,
1474,0.4591,,,0,0,0.0303,,0,0,0.0048,,,0,,,
1475,0.1791,,,0.1856,0.0849,0,,0,0.0042,0.0442,,,0,,,
1476,0,,,0.2352,0.2489,0.0603,,0,0.3096,0.0809,,,0.1759,,,
1477,0,,,0,0.2304,0.1754,,0.0303,0,0,,,0,,,
1478,0.0452,,,0.0434,0,0.1245,,0.5375,0,0.072,,,0.0332,,,
1479,0.093,,,0,0.1954,0,,0.1219,0,0,,,0,,,
1480,0.4708,,,0.2817,0,0,,0,0.1951,0,,,0,,,
1481,0,,,0.0322,0.0521,0,,0,0,0,,,0,,,
1482,0,,,0,0.313,0.0411,,0.2908,0,0,,,0.0173,,,
1483,0.0623,,,0,0,0.1202,,0.1563,0,0,,,0,,,
1484,0.0572,,,0.0327,0,0,,0,0,0.1406,,,0,,,
1485,0,,,0.4097,0,0,,0.0021,0,0.0599,,,0,,,
1486,0,,,0.3132,0,0,,0,0.0024,0,,,0.0621,,,
1487,0.5174,,,0,0.0196,0,,0,0,0.2519,,,0,,,
1488,0,,,0.3721,0,0.0281,,0,0,0.035,,,0,,,
1489,0.5,,,0.0155,0,0,,0,0,0,,,0,,,
1490,0,,,0,0.5,0.1378,,0.142,0,0.5426,,,0.1081,,,
1491,0,,,0.2559,0.035,0,,0,0,0,,,0,,,
1492,0,,,0.164,0,0,,0.0887,0.0046,0.0284,,,0.4639,,,
1493,0,,,0.246,0.124,0,,0,0.1089,0,,,0,,,
1494,0,,,0,0,0,,0,0,0,,,0.0487,,,
1495,0,,,0.1627,0,0.2259,,0,0.5,0,,,0,,,
1496,0.307,,,0.1782,0.5,0,,0.0725,0,0,,,0,,,
1497,0.0071,,,0,0,0.2108,,0,0,0,,,0.0336,,,
1498,0.0414,,,0,0.2129,0,,0.2989,0.0402,0,,,0.0332,,,
1499,0.3619,,,0.1671,0.0163,0,,0,0,0.0701,,,0.0198,,,
1500,0.4757,,,0,0,0.0712,,0,0,0,,,0,,,
1501,0.3747,,,0.2004,0.4048,0.0143,,0,0.0512,0.0411,,,0,,,
1502,0,,,0,0,0,,0,0,0,,,0,,,
1503,0.1427,,,0.4599,0,0,,0.0247,0,0.0436,,,0,,,
1504,0.5015,,,0,0,0,,0,0.0641,0.6086,,,0,,,
1505,0,,,0,0.2991,0,,0,0.5,0.248,,,0,,,
1506,0.1621,,,0.0236,0,0.05,,0,0.0204,0.0262,,,0.002,,,
1507,0.2244,,,0,0.0297,0.2201,,0.2003,0.1367,0,,,0.276,,,
1508,0.2207,,,0.1012,0.1346,0,,0.2502,0.0047,0.0051,,,0,,,
1509,0.0289,,,0,0,0,,0.2738,0,0,,,0.0335,,,
1510,0,,,0.0824,0,0,,0.3562,0.0706,0,,,0,,,
1511,0.002,,,0.0208,0,0,,0.1398,0.1057,0.0145,,,0,,,
1512,0.1581,,,0.1051,0,0,,0,0.2733,0,,,0.0111,,,
1513,0.3856,,,0.1477,0,0.0659,,0.1066,0.0344,0.0922,,,0.2373,,,
1514,0,,,0,0,0,,0,0,0.144,,,0.388,,,
1515,0.1361,,,0.0686,0.1164,0,,0.2551,0.0777,0.0092,,,0.1298,,,
1516,0,,,0,0,0,,0,0,0,,,0,,,
1517,0,,,0.1645,0,0,,0.2281,0,0.0491,,,0.0447,,,
1518,0.0868,,,0,0,0.0031,,0,0.5,0,,,0,,,
1519,0,,,0,0.1629,0,,0,0,0.2487,,,0,,,
1520,0.5,,,0,0.0165,0.125,,0.4996,0.1713,0,,,0,,,
1521,0,,,0.1417,0,0,,0,0,0,,,0.282,,,
1522,0.0846,,,0,0,0,,0,0.0578,0,,,0,,,
1523,0.5,,,0,0,0,,0,0.0029,0,,,0,,,
1524,0,,,0.0286,0.5,0.2469,,0,0,0.1208,,,0,,,
1525,0,,,0.0979,0,0,,0.1306,0,0.0321,,,0,,,
1526,0.2444,,,0,0,0,,0.0032,0,0,,,0,,,
1527,0.1208,,,0.2376,0.3209,0.116,,0,0,0,,,0,,,
1528,0,,,0.0274,0.0436,0.1475,,0.0741,0.0368,0.0485,,,0,,,
1529,0,,,0.1123,0,0.0743,,0,0.0306,0.046,,,0,,,
1530,0.4744,,,0.0559,0.1423,0.303,,0,0.0465,0.0282,,,0.1119,,,
